req_id,category,subcategory,requirement_text,target_value,test_module,test_function,validation_method,status,priority,phase,notes,effort_weeks,dependencies,blocks,assignee,sprint,started_date,completed_date,requirement_file,external_id
REQ-GO-011,CLI,Commands,Go CLI backlog command shall provide equivalent functionality to Python,Command runs and shows backlog,internal/cmd/backlog_test.go,TestBacklogRealCommand,Integration Test,COMPLETE,HIGH,3,Read-only command - output format differs,1,REQ-GO-004|REQ-GO-005|REQ-GO-007|REQ-GO-008|REQ-GO-009,REQ-CI-004|REQ-E2E-001|REQ-GO-014|REQ-GO-015|REQ-GO-020|REQ-GO-037|REQ-GO-038|REQ-GO-048|REQ-PAR-001|REQ-PAR-003,,,,,.rtmx/requirements/CLI/REQ-GO-011.md,
REQ-GO-012,CLI,Commands,Go CLI health command shall provide equivalent functionality to Python,Command runs and shows health,internal/cmd/health_test.go,TestHealthRealCommand,Integration Test,COMPLETE,HIGH,3,Read-only command - output format differs,0.75,REQ-GO-007|REQ-GO-008|REQ-GO-009,REQ-CI-002|REQ-CI-004|REQ-CI-006|REQ-E2E-001|REQ-GO-014|REQ-GO-015|REQ-GO-020|REQ-GO-051|REQ-GO-074|REQ-PAR-004,,,,,.rtmx/requirements/CLI/REQ-GO-012.md,
REQ-GO-013,GRAPH,Algorithms,Go CLI shall implement Tarjan SCC for cycle detection,Same cycles as Python,internal/graph/graph_test.go,TestFindCyclesPresent,Unit Test,COMPLETE,HIGH,4,Graph algorithms,1.5,REQ-GO-009,REQ-GO-014|REQ-GO-021|REQ-GO-052|REQ-GO-053|REQ-PAR-003,,,,,.rtmx/requirements/GRAPH/REQ-GO-013.md,
REQ-GO-014,GRAPH,Algorithms,Go CLI shall implement topological sort,Valid orderings match Python,internal/graph/graph_test.go,TestTopologicalSort,Unit Test,COMPLETE,HIGH,4,Graph algorithms,1,REQ-GO-009|REQ-GO-011|REQ-GO-012|REQ-GO-013,REQ-GO-015,,,,,.rtmx/requirements/GRAPH/REQ-GO-014.md,
REQ-GO-015,GRAPH,Algorithms,Go CLI shall implement critical path analysis,Same critical path as Python,internal/graph/critical_test.go,TestCriticalPath,Unit Test,COMPLETE,MEDIUM,4,Graph algorithms,1,REQ-GO-011|REQ-GO-012|REQ-GO-014,,,,,,.rtmx/requirements/GRAPH/REQ-GO-015.md,
REQ-GO-016,CLI,Commands,Go CLI init command shall create minimal RTM structure,Files created correctly,internal/cmd/init_test.go,TestInitCommand,Integration Test,COMPLETE,MEDIUM,5,Write command,1,REQ-GO-008,REQ-GO-020|REQ-GO-026,,,,,.rtmx/requirements/CLI/REQ-GO-016.md,
REQ-GO-017,CLI,Commands,Go CLI from-tests shall parse pytest markers,Markers extracted correctly,internal/cmd/from_tests_test.go,TestExtractMarkersFromFile,Integration Test,COMPLETE,MEDIUM,5,Write command,1.5,REQ-GO-007|REQ-GO-009,REQ-CI-003|REQ-GO-018|REQ-GO-020|REQ-GO-027|REQ-GO-031|REQ-GO-034,,,,,.rtmx/requirements/CLI/REQ-GO-017.md,
REQ-GO-018,CLI,Commands,Go CLI verify shall update status from tests,Status updated correctly,internal/cmd/verify_test.go,TestVerifyDetermineNewStatus,Integration Test,COMPLETE,MEDIUM,5,Write command,1.5,REQ-GO-017,REQ-CI-001|REQ-GO-020|REQ-LANG-003,,,,,.rtmx/requirements/CLI/REQ-GO-018.md,
REQ-GO-019,ADAPT,GitHub,Go CLI shall implement GitHub adapter,Issues sync works,internal/adapters/github_test.go,TestGitHubAdapter,Integration Test,COMPLETE,MEDIUM,6,Adapter,2,REQ-GO-009,REQ-GO-020|REQ-GO-027|REQ-GO-028,,,,,.rtmx/requirements/ADAPT/REQ-GO-019.md,
REQ-GO-020,RELEASE,Distribution,Go CLI v1.0.0 shall achieve full feature parity,All parity tests pass,test/parity_test.go,TestFullParity,System Test,COMPLETE,P0,8,Release gate,2,REQ-GO-010|REQ-GO-011|REQ-GO-012|REQ-GO-016|REQ-GO-017|REQ-GO-018|REQ-GO-019,REQ-GO-073,,v1.0.0,,,,
REQ-GO-021,CLI,Commands,Go CLI reconcile command shall fix dependency reciprocity,Reciprocity violations fixed,internal/cmd/utility_test.go,TestReconcileCommand,Integration Test,COMPLETE,MEDIUM,9,Utility command,1,REQ-GO-009|REQ-GO-013,,,,,,.rtmx/requirements/CLI/REQ-GO-021.md,
REQ-GO-022,CLI,Commands,Go CLI diff command shall compare RTM databases,Diff output matches Python,internal/cmd/utility_test.go,TestDiffCommand,Integration Test,COMPLETE,MEDIUM,9,Utility command,1,REQ-GO-007,REQ-CI-002,,,,,.rtmx/requirements/CLI/REQ-GO-022.md,
REQ-GO-023,CLI,Commands,Go CLI config command shall display and validate configuration,Config display works,internal/cmd/utility_test.go,TestConfigCommand,Integration Test,COMPLETE,LOW,9,Utility command,0.5,REQ-GO-008,,,,,,.rtmx/requirements/CLI/REQ-GO-023.md,
REQ-GO-024,CLI,Commands,Go CLI makefile command shall generate Makefile targets,Makefile generated correctly,internal/cmd/utility_test.go,TestMakefileCommand,Integration Test,COMPLETE,LOW,9,Utility command,0.5,REQ-GO-008,REQ-GO-026,,,,,.rtmx/requirements/CLI/REQ-GO-024.md,
REQ-GO-025,CLI,Commands,Go CLI docs command shall generate schema documentation,Docs generated correctly,internal/cmd/utility_test.go,TestDocsCommand,Integration Test,COMPLETE,LOW,9,Utility command,0.5,REQ-GO-008,,,,,,.rtmx/requirements/CLI/REQ-GO-025.md,
REQ-GO-026,CLI,Commands,Go CLI setup command shall provide one-command project setup,Setup completes successfully,internal/cmd/setup_test.go,TestSetupCommand,Integration Test,COMPLETE,HIGH,10,Onboarding,2,REQ-GO-016|REQ-GO-024,,,,,,.rtmx/requirements/CLI/REQ-GO-026.md,
REQ-GO-027,CLI,Commands,Go CLI bootstrap command shall generate RTM from artifacts,RTM generated from tests/issues,internal/cmd/bootstrap_test.go,TestBootstrapCommand,Integration Test,COMPLETE,MEDIUM,10,Onboarding,2,REQ-GO-017|REQ-GO-019,,,,2026-02-14,2026-02-14,.rtmx/requirements/CLI/REQ-GO-027.md,
REQ-GO-028,CLI,Commands,Go CLI sync command shall synchronize with external services,Bidirectional sync works,internal/cmd/sync_test.go,TestSyncCommand,Integration Test,COMPLETE,HIGH,10,Integration,2,REQ-GO-019|REQ-GO-032,,,,,,.rtmx/requirements/CLI/REQ-GO-028.md,
REQ-GO-029,CLI,Commands,Go CLI install command shall inject agent configs and git hooks,Configs injected correctly,internal/cmd/install_test.go,TestInstallDetectAgentConfigs,Integration Test,COMPLETE,MEDIUM,10,Integration,1.5,REQ-GO-008,REQ-AGENT-001|REQ-AGENT-002,,,2026-02-12,2026-02-12,.rtmx/requirements/CLI/REQ-GO-029.md,
REQ-GO-030,CLI,Commands,Go CLI validate-staged command shall validate CSV files pre-commit,Validation works in git hook,internal/cmd/validate_staged_test.go,TestValidateStagedValidCSV,Integration Test,COMPLETE,MEDIUM,10,Integration,1,REQ-GO-007,,,,2026-02-12,2026-02-12,.rtmx/requirements/CLI/REQ-GO-030.md,
REQ-GO-031,CLI,Commands,Go CLI analyze command shall analyze project for requirements,Analysis report generated,internal/cmd/analyze_test.go,TestAnalyzeCommand,Integration Test,COMPLETE,LOW,10,Analysis,1.5,REQ-GO-017,,,,2026-02-14,2026-02-14,.rtmx/requirements/CLI/REQ-GO-031.md,
REQ-GO-032,ADAPT,Jira,Go CLI shall implement Jira adapter,Jira sync works,internal/adapters/jira_test.go,TestJiraAdapter,Integration Test,COMPLETE,MEDIUM,10,Adapter,2,REQ-GO-009,REQ-GO-028,,,,,.rtmx/requirements/ADAPT/REQ-GO-032.md,
REQ-GO-033,CLI,Commands,Go CLI remote list/add/remove commands shall manage remotes,Remote management works,internal/cmd/remote_test.go,TestRemoteCommands,Integration Test,MISSING,HIGH,11,Collaboration,1.5,REQ-GO-008,REQ-GO-035,,,,,.rtmx/requirements/CLI/REQ-GO-033.md,
REQ-GO-034,CLI,Commands,Go CLI markers command shall discover language-agnostic markers,Markers discovered in Go/Java/etc,internal/cmd/markers_test.go,TestMarkersDiscover,Integration Test,MISSING,MEDIUM,11,Multi-language,2,REQ-GO-017|REQ-LANG-007,,,,,,.rtmx/requirements/CLI/REQ-GO-034.md,
REQ-GO-035,SYNC,CrossRepo,Go CLI shall support shadow requirements for cross-repo deps,Shadow reqs resolved correctly,internal/sync/shadow_test.go,TestShadowRequirements,Integration Test,MISSING,HIGH,11,Collaboration,2,REQ-GO-033,REQ-GO-036|REQ-GO-042|REQ-GO-075,,,,,.rtmx/requirements/SYNC/REQ-GO-035.md,
REQ-GO-036,SYNC,Grants,Go CLI shall implement grant delegation for access control,Grants validated correctly,internal/sync/grants_test.go,TestGrantDelegation,Integration Test,MISSING,MEDIUM,11,Collaboration,1.5,REQ-GO-035,,,,,,.rtmx/requirements/SYNC/REQ-GO-036.md,
REQ-GO-037,CLI,Commands,Go CLI serve command shall start web dashboard,Dashboard serves on port,internal/cmd/serve_test.go,TestServeCommand,Integration Test,MISSING,LOW,12,Dashboard,3,REQ-GO-010|REQ-GO-011,,,,,,.rtmx/requirements/CLI/REQ-GO-037.md,
REQ-GO-038,CLI,Commands,Go CLI tui command shall launch terminal dashboard,TUI renders correctly,internal/cmd/tui_test.go,TestTuiCommand,Integration Test,MISSING,LOW,12,Dashboard,2,REQ-GO-010|REQ-GO-011,,,,,,.rtmx/requirements/CLI/REQ-GO-038.md,
REQ-GO-039,ADAPT,MCP,Go CLI shall implement MCP server for AI integration,MCP protocol works,internal/adapters/mcp_test.go,TestMCPServer,Integration Test,MISSING,MEDIUM,12,AI Integration,2.5,REQ-GO-009,,,,,,.rtmx/requirements/ADAPT/REQ-GO-039.md,
REQ-GO-040,AUTH,OIDC,Go CLI auth commands shall implement Zitadel OIDC login,PKCE flow completes,internal/auth/oidc_test.go,TestOIDCLogin,Integration Test,MISSING,HIGH,13,Zero-Trust,2,REQ-GO-008,REQ-GO-041,,,,,.rtmx/requirements/AUTH/REQ-GO-040.md,
REQ-GO-041,AUTH,Ziti,Go CLI shall integrate with OpenZiti for zero-trust networking,Ziti identity enrolled,internal/auth/ziti_test.go,TestZitiIntegration,Integration Test,MISSING,HIGH,13,Zero-Trust,3,REQ-GO-040,,,,,,.rtmx/requirements/AUTH/REQ-GO-041.md,
REQ-GO-042,SYNC,CRDT,Go CLI shall implement CRDT for offline-first sync,Merge conflicts resolved,internal/sync/crdt_test.go,TestCRDTMerge,Unit Test,MISSING,HIGH,13,Collaboration,3,REQ-GO-035,REQ-INT-001|REQ-INT-002,,,,,.rtmx/requirements/SYNC/REQ-GO-042.md,
REQ-GO-043,DIST,GoReleaser,Go CLI shall use GoReleaser for automated releases,Release artifacts published,scripts/release_test.sh,TestGoReleaserBuild,System Test,COMPLETE,P0,14,Distribution,1,REQ-GO-002,REQ-DIST-001|REQ-DIST-002|REQ-DIST-003|REQ-DIST-004|REQ-E2E-003|REQ-GO-044|REQ-REL-001|REQ-REL-002|REQ-REL-005,,,2026-02-12,2026-02-12,.rtmx/requirements/DIST/REQ-GO-043.md,
REQ-GO-044,DIST,Homebrew,Go CLI shall be installable via Homebrew tap,brew install works,scripts/homebrew_test.sh,TestHomebrewInstall,System Test,COMPLETE,HIGH,14,Distribution - rtmx-ai/homebrew-tap created,1,REQ-GO-043,REQ-GO-073|REQ-REL-004,,,2026-02-17,2026-02-17,.rtmx/requirements/DIST/REQ-GO-044.md,
REQ-GO-045,DIST,Deprecation,Python CLI shall emit deprecation warnings pointing to Go CLI,Warnings shown on all commands,tests/test_deprecation.py,TestDeprecationWarnings,System Test,MISSING,HIGH,14,Migration,1,REQ-GO-073,REQ-GO-046,,,,,.rtmx/requirements/DIST/REQ-GO-045.md,
REQ-GO-046,DIST,Migration,Go CLI shall include migrate command for Python users,Migration completes successfully,internal/cmd/migrate_test.go,TestMigrateCommand,Integration Test,MISSING,MEDIUM,14,Migration,1.5,REQ-GO-045,,,,,,.rtmx/requirements/DIST/REQ-GO-046.md,
REQ-GO-047,RELEASE,v1.0,Go CLI v1.0.0 stable release with multi-language support and full documentation,All language plugins and docs complete,test/release_test.go,TestV1Release,System Test,MISSING,P0,15,Release gate - requires v0.1.0 plus multi-language,2,REQ-AGENT-001|REQ-AGENT-002|REQ-CI-001|REQ-CI-002|REQ-E2E-001|REQ-GO-048|REQ-GO-049|REQ-GO-050|REQ-GO-051|REQ-GO-052|REQ-GO-053|REQ-GO-054|REQ-GO-068|REQ-GO-073|REQ-PAR-001|REQ-PAR-002|REQ-PAR-003|REQ-PAR-004|REQ-REL-001|REQ-REL-002|REQ-REL-003|REQ-REL-004,,,v1.0.0,,,,.rtmx/requirements/RELEASE/REQ-GO-047.md
REQ-GO-048,OUTPUT,Tables,Go CLI shall use ASCII tables matching Python tabulate output,Tables visually identical,internal/cmd/backlog_test.go,TestBacklogTableFormat,Integration Test,COMPLETE,HIGH,7,Output parity - backlog uses tables,1.5,REQ-GO-011,REQ-GO-047,,,,,.rtmx/requirements/OUTPUT/REQ-GO-048.md,
REQ-GO-049,OUTPUT,PhaseNames,Go CLI shall display phase names from config in status output,Phase 1 (Foundation) format,internal/cmd/status_test.go,TestStatusPhaseNames,Integration Test,COMPLETE,HIGH,7,Output parity - status shows phase names,0.5,REQ-GO-008|REQ-GO-010,REQ-GO-047,,,,,.rtmx/requirements/OUTPUT/REQ-GO-049.md,
REQ-GO-050,OUTPUT,StatusVerbose,Go CLI status -v shall match Python category list format,Category list with aligned columns,internal/cmd/status_test.go,TestStatusCategoryListFormat,Integration Test,COMPLETE,HIGH,7,Output parity - -v shows category list not bars,1,REQ-GO-010,REQ-GO-047,,,,,.rtmx/requirements/OUTPUT/REQ-GO-050.md,
REQ-GO-051,OUTPUT,HealthChecks,Go CLI health shall show individual check results like Python,[PASS]/[FAIL] per check,internal/cmd/health_test.go,TestHealthCheckByCheckFormat,Integration Test,COMPLETE,MEDIUM,7,Output parity - check-by-check format,1,REQ-GO-012,REQ-GO-047,,,,,.rtmx/requirements/OUTPUT/REQ-GO-051.md,
REQ-GO-052,OUTPUT,DepsTable,Go CLI deps shall show full requirements table like Python,Table with ID Deps Blocks Description,internal/cmd/deps_test.go,TestDepsTableFormat,Integration Test,COMPLETE,MEDIUM,7,Output parity - deps shows all reqs,1,REQ-GO-013,REQ-GO-047,,,,,.rtmx/requirements/OUTPUT/REQ-GO-052.md,
REQ-GO-053,OUTPUT,CyclesDetail,Go CLI cycles shall show stats paths and recommendations,Cycle paths and recommendations,internal/cmd/cycles_test.go,TestCyclesDetailFormat,Integration Test,COMPLETE,MEDIUM,7,Output parity - cycles shows details,1,REQ-GO-013,REQ-GO-047,,,,,.rtmx/requirements/OUTPUT/REQ-GO-053.md,
REQ-GO-054,OUTPUT,Colors,Go CLI shall use same color scheme as Python CLI,Green/yellow/red match Python,internal/output/format_test.go,TestColorScheme,Integration Test,COMPLETE,LOW,7,Output parity - color consistency,0.5,REQ-GO-010,REQ-GO-047,,,,,.rtmx/requirements/OUTPUT/REQ-GO-054.md,
REQ-GO-061,TEST,Infrastructure,Go CLI shall provide HTTPClient interface for adapter testing,All adapters accept injectable HTTP client,internal/adapters/http_test.go,TestHTTPClientInterface,Unit Test,COMPLETE,P0,16,Testability,1,,REQ-GO-062|REQ-GO-063|REQ-GO-064|REQ-GO-065,,,,,,.rtmx/requirements/TEST/REQ-GO-061.md
REQ-GO-062,TEST,Infrastructure,Go CLI shall provide FileSystem interface for command testing,All file operations use injectable filesystem,internal/cmd/filesystem_test.go,TestFileSystemInterface,Unit Test,COMPLETE,P0,16,Testability,1,REQ-GO-061,REQ-GO-066,,,,,,
REQ-GO-063,TEST,Infrastructure,Go CLI shall provide test fixtures package,Fixtures available for database/config/requirements,internal/testutil/fixtures_test.go,TestFixtures,Unit Test,COMPLETE,HIGH,16,Testability,1,REQ-GO-061,REQ-GO-066|REQ-GO-067|REQ-GO-070|REQ-GO-071,,,,,,
REQ-GO-064,TEST,Infrastructure,Go CLI shall provide mock HTTP server for adapter tests,Mock server captures requests and returns configured responses,internal/adapters/testutil/mock_server_test.go,TestMockServer,Integration Test,COMPLETE,HIGH,16,Testability,1,REQ-GO-061,REQ-GO-065,,,,,,
REQ-GO-065,TEST,Coverage,Go CLI adapters shall achieve 100% test coverage,GitHub and Jira adapters fully tested with mocks,internal/adapters/github_test.go,TestAllMethodsCovered,Integration Test,COMPLETE,P0,16,Coverage,2,REQ-GO-061|REQ-GO-064,REQ-GO-068,,,2026-02-14,2026-02-14,,.rtmx/requirements/TEST/REQ-GO-065.md
REQ-GO-066,TEST,Coverage,Go CLI commands shall achieve 100% test coverage,All commands tested with dependency injection,internal/cmd/coverage_test.go,TestCommandCoverage,Integration Test,MISSING,P0,16,Coverage,2,REQ-GO-062|REQ-GO-063,REQ-GO-068,,,,,,
REQ-GO-067,TEST,Coverage,Go CLI unit tests shall achieve 90% coverage,Database/graph/config/output packages at 90%+,test/unit_coverage_test.go,TestUnitCoverage,Unit Test,MISSING,HIGH,16,Coverage,1,REQ-GO-063,REQ-GO-068,,,,,,
REQ-GO-068,TEST,CI,Go CLI shall integrate Coveralls for coverage badges,Coverage badge in README auto-updated on merge,test/coveralls_test.go,TestCoverallsIntegration,System Test,MISSING,HIGH,16,CI,0.5,REQ-GO-065|REQ-GO-066|REQ-GO-067,REQ-GO-047|REQ-GO-069,,,,,,
REQ-GO-069,TEST,CI,Go CLI shall enforce coverage thresholds in CI,PR fails if coverage drops below 80%,test/coverage_gate_test.go,TestCoverageGate,System Test,MISSING,HIGH,16,CI,0.5,REQ-GO-068,,,,,,,
REQ-GO-070,TEST,Fuzz,Go CLI shall include fuzz tests for CSV parsing,Fuzz testing catches malformed input edge cases,internal/database/fuzz_test.go,FuzzCSVParse,Fuzz Test,COMPLETE,MEDIUM,16,Quality,1,REQ-GO-063,,,,2026-02-14,2026-02-14,,.rtmx/requirements/TEST/REQ-GO-070.md
REQ-GO-071,TEST,Golden,Go CLI shall use golden file tests for output formatting,Output format regression detected automatically,internal/testutil/golden_test.go,TestStripANSIString,Unit Test,COMPLETE,MEDIUM,16,Quality,1,REQ-GO-063,,,,2026-02-14,2026-02-14,,.rtmx/requirements/TEST/REQ-GO-071.md
REQ-LANG-003,LANG,Go,RTMX shall provide Go testing integration with helper functions and struct tags as primary marker mechanisms,Helper functions and struct tags parsed,pkg/rtmx/rtmx_test.go,TestReqValidID,Integration Test,COMPLETE,P0,14,Migrated from rtmx - Go native markers for closed-loop verification,2.5,REQ-GO-018|REQ-LANG-007,REQ-GO-073,,,2026-02-17,2026-02-17,.rtmx/requirements/LANG/REQ-LANG-003.md,
REQ-LANG-007,LANG,Specification,RTMX shall define language-agnostic marker annotation specification,JSON Schema and formal spec document,internal/markers/spec_test.go,TestMarkerSchemaValidation,Unit Test,COMPLETE,HIGH,14,Migrated from rtmx - Foundation spec for multi-language support,2,,REQ-GO-034|REQ-LANG-003|REQ-LANG-004|REQ-LANG-005|REQ-LANG-006|REQ-LANG-008|REQ-VERIFY-002,,,,2026-02-10,2026-02-10,.rtmx/requirements/LANG/REQ-LANG-007.md
REQ-GO-073,RELEASE,v0.1.0,Go CLI v0.1.0 release signals architectural transition from Python,First Go CLI release with closed-loop Go support,test/release_test.go,TestV010Release,System Test,COMPLETE,P0,14,Initial Go release,1,REQ-GO-020|REQ-GO-044|REQ-LANG-003,REQ-GO-045|REQ-GO-047,,v0.1.0,,2026-02-17,2026-02-17,.rtmx/requirements/RELEASE/REQ-GO-073.md
REQ-INT-001,INTEGRITY,Framework,RTMX shall provide database integrity framework preventing unauthorized status modification,Design document with enforcement analysis,test/integrity_test.go,TestIntegrityFramework,Design Review,MISSING,HIGH,17,Future - preserving optionality for enforcement approach,2,REQ-GO-042,REQ-INT-002|REQ-INT-003,,,,,,.rtmx/requirements/INTEGRITY/REQ-INT-001.md
REQ-INT-002,INTEGRITY,Decentralized,RTMX Sync shall require cryptographic proof-of-verification for status change operations,CRDT merge rejects invalid proofs,internal/sync/proof_test.go,TestProofOfVerification,Integration Test,MISSING,HIGH,17,Future - decentralized enforcement via CRDT proofs,3,REQ-GO-042|REQ-INT-001,,,,,,,.rtmx/requirements/INTEGRITY/REQ-INT-002.md
REQ-INT-003,INTEGRITY,Centralized,RTMX shall provide Git branch protection integration for CI-only status changes,GitHub Action validates status changes,test/branch_protection_test.go,TestBranchProtection,System Test,MISSING,MEDIUM,17,Future - pragmatic near-term solution for Git users,1.5,REQ-INT-001,,,,,,,.rtmx/requirements/INTEGRITY/REQ-INT-003.md
REQ-LANG-004,LANG,Python,RTMX shall provide Python pytest integration with requirement markers maintaining parity with original rtmx,pytest markers work with rtmx verify,tests/pytest/test_plugin.py,TestPytestPlugin,Integration Test,COMPLETE,P0,14,Python parity - pytest plugin,2,REQ-LANG-007|REQ-VERIFY-001,REQ-DIST-004|REQ-E2E-002,,,,2026-03-15,2026-03-15,.rtmx/requirements/LANG/REQ-LANG-004.md
REQ-LANG-005,LANG,Rust,RTMX shall provide Rust testing integration via procedural macros,#[req] attribute works with cargo test,tests/rust/test_macros.rs,TestRustMacros,Integration Test,MISSING,MEDIUM,18,Rust ecosystem support,2,REQ-LANG-007|REQ-VERIFY-001,,,,,,,.rtmx/requirements/LANG/REQ-LANG-005.md
REQ-LANG-006,LANG,JavaScript,RTMX shall provide JavaScript/TypeScript testing integration for Jest Mocha and Vitest,req() helper works with npm test,tests/js/test_jest.js,TestJestIntegration,Integration Test,MISSING,MEDIUM,18,JavaScript ecosystem support,2.5,REQ-LANG-007|REQ-VERIFY-001,REQ-DIST-003,,,,,,.rtmx/requirements/LANG/REQ-LANG-006.md
REQ-LANG-008,LANG,Java,RTMX shall provide Java testing integration via JUnit 5 annotations,@Req annotation works with mvn test,tests/java/ReqAnnotationTest.java,TestJunitExtension,Integration Test,MISSING,MEDIUM,18,Java/JVM ecosystem support,2,REQ-LANG-007|REQ-VERIFY-001,,,,,,,.rtmx/requirements/LANG/REQ-LANG-008.md
REQ-DIST-001,DIST,Scoop,RTMX shall be installable on Windows via Scoop package manager,scoop install rtmx works,test/scoop_test.go,TestScoopInstall,System Test,MISSING,HIGH,14,Windows distribution,1,REQ-GO-043,REQ-REL-004,,,,,,.rtmx/requirements/DIST/REQ-DIST-001.md
REQ-DIST-002,DIST,APT,RTMX shall be installable on Debian/Ubuntu via APT package manager,apt install rtmx works,test/apt_test.go,TestAptInstall,System Test,MISSING,HIGH,14,Linux distribution,1.5,REQ-GO-043,,,,,,,.rtmx/requirements/DIST/REQ-DIST-002.md
REQ-DIST-003,DIST,npm,RTMX shall be installable via npm with Go binary bundled,npm install rtmx works,test/npm_test.go,TestNpmInstall,System Test,MISSING,MEDIUM,18,JavaScript ecosystem distribution,1.5,REQ-GO-043|REQ-LANG-006,,,,,,,.rtmx/requirements/DIST/REQ-DIST-003.md
REQ-DIST-004,DIST,PyPI,RTMX shall be installable via pip with pytest plugin and Go binary,pip install rtmx works,test/pip_test.go,TestPipInstall,System Test,COMPLETE,P0,14,Python ecosystem distribution - parity with original rtmx,2,REQ-GO-043|REQ-LANG-004,,,,2026-03-17,2026-03-17,.rtmx/requirements/DIST/REQ-DIST-004.md,
REQ-VERIFY-001,VERIFY,Cross-Language,rtmx verify shall accept --results flag to consume language-agnostic RTMX results JSON,verify --results works with any language output,internal/cmd/verify_test.go,TestVerifyResultsFile,Integration Test,COMPLETE,P0,14,Critical path for all language extensions,1.5,REQ-VERIFY-002,REQ-E2E-002|REQ-LANG-004|REQ-LANG-005|REQ-LANG-006|REQ-LANG-008,,,,,,.rtmx/requirements/VERIFY/REQ-VERIFY-001.md
